Academic_ID,Student_ID,Subject,Exam_Type,Rote_Learning_Score,Conceptual_Understanding_Score,Practical_Project_Score
8021,STU2003,Maths,Finals,88,91,96
8022,STU2003,Science,Finals,89,97,96
8023,STU2003,Coding,Finals,99,88,97
8024,STU2003,Civic Sense,Finals,93,90,91
8025,STU2004,Maths,Term 1,92,89,99
8026,STU2004,Science,Term 1,92,98,96
8027,STU2004,Coding,Term 1,89,100,95
8028,STU2004,Civic Sense,Term 1,90,94,90
8029,STU2004,Maths,Finals,89,90,91
8030,STU2004,Science,Finals,98,97,90
8031,STU2004,Coding,Finals,99,93,94
8032,STU2004,Civic Sense,Finals,85,90,99
8033,STU2005,Maths,Term 1,79,71,82
8034,STU2005,Science,Term 1,62,84,81
8035,STU2005,Coding,Term 1,81,69,71
8036,STU2005,Civic Sense,Term 1,76,79,85
8037,STU2005,Maths,Finals,57,60,78
8038,STU2005,Science,Finals,66,74,72
8039,STU2005,Coding,Finals,83,85,75
8040,STU2005,Civic Sense,Finals,82,62,80
8041,STU2006,Maths,Term 1,84,68,77
8042,STU2006,Science,Term 1,73,66,87
8043,STU2006,Coding,Term 1,77,71,68
8044,STU2006,Civic Sense,Term 1,55,65,88
8045,STU2006,Maths,Finals,57,69,66
8046,STU2006,Science,Finals,84,85,67
8047,STU2006,Coding,Finals,59,77,72
8048,STU2006,Civic Sense,Finals,61,62,83
8049,STU2007,Maths,Term 1,71,80,83
8050,STU2007,Science,Term 1,77,75,83
8051,STU2007,Coding,Term 1,73,60,72
8052,STU2007,Civic Sense,Term 1,65,85,84
8053,STU2007,Maths,Finals,69,63,80
8054,STU2007,Science,Finals,84,75,67
8055,STU2007,Coding,Finals,82,75,87
8056,STU2007,Civic Sense,Finals,55,66,66
8057,STU2008,Maths,Term 1,71,74,66
8058,STU2008,Science,Term 1,83,78,74
8059,STU2008,Coding,Term 1,57,64,73
8060,STU2008,Civic Sense,Term 1,84,82,77
8061,STU2008,Maths,Finals,55,70,67
8062,STU2008,Science,Finals,67,68,82
8063,STU2008,Coding,Finals,80,67,85
8064,STU2008,Civic Sense,Finals,75,77,83
8065,STU2009,Maths,Term 1,62,74,77
8066,STU2009,Science,Term 1,72,68,68
8067,STU2009,Coding,Term 1,79,77,79
8068,STU2009,Civic Sense,Term 1,79,72,79
8069,STU2009,Maths,Finals,69,81,78
8070,STU2009,Science,Finals,82,61,65
8071,STU2009,Coding,Finals,67,68,72
8072,STU2009,Civic Sense,Finals,64,70,85
8073,STU2010,Maths,Term 1,99,98,100
8074,STU2010,Science,Term 1,92,89,100
8075,STU2010,Coding,Term 1,100,100,93
8076,STU2010,Civic Sense,Term 1,86,91,93
8077,STU2010,Maths,Finals,90,92,99
8078,STU2010,Science,Finals,98,99,97
8079,STU2010,Coding,Finals,95,100,97
8080,STU2010,Civic Sense,Finals,93,93,91
8081,STU2011,Maths,Term 1,64,77,73
8082,STU2011,Science,Term 1,83,77,66
8083,STU2011,Coding,Term 1,73,69,87
8084,STU2011,Civic Sense,Term 1,82,74,88
8085,STU2011,Maths,Finals,80,66,68
8086,STU2011,Science,Finals,72,62,76
8087,STU2011,Coding,Finals,67,60,75
8088,STU2011,Civic Sense,Finals,82,69,70
8089,STU2012,Maths,Term 1,69,79,83
8090,STU2012,Science,Term 1,83,71,83
8091,STU2012,Coding,Term 1,77,69,80
8092,STU2012,Civic Sense,Term 1,68,63,68
8093,STU2012,Maths,Finals,58,61,80
8094,STU2012,Science,Finals,73,75,77
8095,STU2012,Coding,Finals,64,74,76
8096,STU2012,Civic Sense,Finals,64,81,88
8097,STU2013,Maths,Term 1,65,74,69
8098,STU2013,Science,Term 1,71,78,79
8099,STU2013,Coding,Term 1,59,65,77
8100,STU2013,Civic Sense,Term 1,76,78,71
8101,STU2013,Maths,Finals,64,76,75
8102,STU2013,Science,Finals,63,81,65
8103,STU2013,Coding,Finals,79,66,83
8104,STU2013,Civic Sense,Finals,55,79,81
8105,STU2014,Maths,Term 1,76,72,81
8106,STU2014,Science,Term 1,82,71,88
8107,STU2014,Coding,Term 1,68,60,78
8108,STU2014,Civic Sense,Term 1,67,83,83
8109,STU2014,Maths,Finals,78,79,70
8110,STU2014,Science,Finals,84,80,87
8111,STU2014,Coding,Finals,82,73,67
8112,STU2014,Civic Sense,Finals,61,76,69
8113,STU2015,Maths,Term 1,100,88,99
8114,STU2015,Science,Term 1,99,95,97
8115,STU2015,Coding,Term 1,99,97,95
8116,STU2015,Civic Sense,Term 1,99,88,100
8117,STU2015,Maths,Finals,91,97,99
8118,STU2015,Science,Finals,98,90,96
8119,STU2015,Coding,Finals,92,95,97
8120,STU2015,Civic Sense,Finals,90,99,97
8121,STU2016,Maths,Term 1,32,26,54
8122,STU2016,Science,Term 1,37,36,43
8123,STU2016,Coding,Term 1,34,42,53
8124,STU2016,Civic Sense,Term 1,35,30,41
8125,STU2016,Maths,Finals,68,70,79
8126,STU2016,Science,Finals,61,70,77
8127,STU2016,Coding,Finals,61,72,71
8128,STU2016,Civic Sense,Finals,59,71,77
8129,STU2017,Maths,Term 1,67,60,77
8130,STU2017,Science,Term 1,81,82,65
8131,STU2017,Coding,Term 1,81,72,83
8132,STU2017,Civic Sense,Term 1,63,82,72
8133,STU2017,Maths,Finals,76,60,77
8134,STU2017,Science,Finals,74,71,85
8135,STU2017,Coding,Finals,59,66,75
8136,STU2017,Civic Sense,Finals,69,77,77
8137,STU2018,Maths,Term 1,59,79,74
8138,STU2018,Science,Term 1,57,64,81
8139,STU2018,Coding,Term 1,65,67,80
8140,STU2018,Civic Sense,Term 1,77,61,66
8141,STU2018,Maths,Finals,80,72,73
8142,STU2018,Science,Finals,63,76,82
8143,STU2018,Coding,Finals,65,69,82
8144,STU2018,Civic Sense,Finals,70,84,75
8145,STU2019,Maths,Term 1,58,78,85
8146,STU2019,Science,Term 1,79,84,81
8147,STU2019,Coding,Term 1,80,60,73
8148,STU2019,Civic Sense,Term 1,60,71,76
8149,STU2019,Maths,Finals,64,64,81
8150,STU2019,Science,Finals,80,60,75
8151,STU2019,Coding,Finals,62,74,78
8152,STU2019,Civic Sense,Finals,79,69,69
8153,STU2020,Maths,Term 1,80,60,80
8154,STU2020,Science,Term 1,72,73,82
8155,STU2020,Coding,Term 1,71,80,79
8156,STU2020,Civic Sense,Term 1,72,72,65
8157,STU2020,Maths,Finals,76,65,66
8158,STU2020,Science,Finals,62,83,83
8159,STU2020,Coding,Finals,59,65,68
8160,STU2020,Civic Sense,Finals,62,62,80
8161,STU2021,Maths,Term 1,32,44,50
8162,STU2021,Science,Term 1,47,37,53
8163,STU2021,Coding,Term 1,36,43,44
8164,STU2021,Civic Sense,Term 1,47,40,55
8165,STU2021,Maths,Finals,60,80,76
8166,STU2021,Science,Finals,57,73,75
8167,STU2021,Coding,Finals,64,76,83
8168,STU2021,Civic Sense,Finals,60,68,85
8169,STU2022,Maths,Term 1,97,92,94
8170,STU2022,Science,Term 1,88,94,90
8171,STU2022,Coding,Term 1,92,91,92
8172,STU2022,Civic Sense,Term 1,85,95,90
8173,STU2022,Maths,Finals,85,93,91
8174,STU2022,Science,Finals,86,90,98
8175,STU2022,Coding,Finals,100,92,95
8176,STU2022,Civic Sense,Finals,87,90,90
8177,STU2023,Maths,Term 1,35,48,40
8178,STU2023,Science,Term 1,32,48,55
8179,STU2023,Coding,Term 1,41,34,51
8180,STU2023,Civic Sense,Term 1,38,27,52
8181,STU2023,Maths,Finals,63,80,74
8182,STU2023,Science,Finals,57,66,78
8183,STU2023,Coding,Finals,67,78,74
8184,STU2023,Civic Sense,Finals,69,75,70
8185,STU2024,Maths,Term 1,66,65,77
8186,STU2024,Science,Term 1,76,81,83
8187,STU2024,Coding,Term 1,69,68,73
8188,STU2024,Civic Sense,Term 1,60,61,72
8189,STU2024,Maths,Finals,82,83,77
8190,STU2024,Science,Finals,56,75,82
8191,STU2024,Coding,Finals,84,84,75
8192,STU2024,Civic Sense,Finals,64,83,82
8193,STU2025,Maths,Term 1,91,91,90
8194,STU2025,Science,Term 1,96,96,97
8195,STU2025,Coding,Term 1,89,91,98
8196,STU2025,Civic Sense,Term 1,91,94,98
8197,STU2025,Maths,Finals,85,94,90
8198,STU2025,Science,Finals,87,92,95
8199,STU2025,Coding,Finals,99,97,92
8200,STU2025,Civic Sense,Finals,92,90,96
8201,STU2026,Maths,Term 1,63,83,86
8202,STU2026,Science,Term 1,72,70,81
8203,STU2026,Coding,Term 1,77,63,84
8204,STU2026,Civic Sense,Term 1,75,74,65
8205,STU2026,Maths,Finals,58,71,66
8206,STU2026,Science,Finals,78,63,83
8207,STU2026,Coding,Finals,68,75,84
8208,STU2026,Civic Sense,Finals,82,75,86
8209,STU2027,Maths,Term 1,49,29,51
8210,STU2027,Science,Term 1,32,43,44
8211,STU2027,Coding,Term 1,31,28,44
8212,STU2027,Civic Sense,Term 1,47,48,51
8213,STU2027,Maths,Finals,59,72,77
8214,STU2027,Science,Finals,59,79,70
8215,STU2027,Coding,Finals,63,71,85
8216,STU2027,Civic Sense,Finals,73,75,75
8217,STU2028,Maths,Term 1,58,70,82
8218,STU2028,Science,Term 1,75,71,75
8219,STU2028,Coding,Term 1,80,63,67
8220,STU2028,Civic Sense,Term 1,68,66,84
8221,STU2028,Maths,Finals,75,74,67
8222,STU2028,Science,Finals,64,79,70
8223,STU2028,Coding,Finals,55,85,79
8224,STU2028,Civic Sense,Finals,65,74,74
8225,STU2029,Maths,Term 1,58,85,74
8226,STU2029,Science,Term 1,84,65,74
8227,STU2029,Coding,Term 1,72,85,79
8228,STU2029,Civic Sense,Term 1,81,67,83
8229,STU2029,Maths,Finals,68,65,77
8230,STU2029,Science,Finals,59,71,84
8231,STU2029,Coding,Finals,57,76,82
8232,STU2029,Civic Sense,Finals,62,82,67
8233,STU2030,Maths,Term 1,75,78,80
8234,STU2030,Science,Term 1,78,74,72
8235,STU2030,Coding,Term 1,79,80,78
8236,STU2030,Civic Sense,Term 1,77,85,79
8237,STU2030,Maths,Finals,70,65,73
8238,STU2030,Science,Finals,64,66,85
8239,STU2030,Coding,Finals,64,66,85
8240,STU2030,Civic Sense,Finals,83,70,74
8241,STU2031,Maths,Term 1,69,76,80
8242,STU2031,Science,Term 1,60,79,77
8243,STU2031,Coding,Term 1,66,75,68
8244,STU2031,Civic Sense,Term 1,65,72,87
8245,STU2031,Maths,Finals,82,69,72
8246,STU2031,Science,Finals,83,76,86
8247,STU2031,Coding,Finals,75,61,70
8248,STU2031,Civic Sense,Finals,74,78,66
8249,STU2032,Maths,Term 1,62,68,82
8250,STU2032,Science,Term 1,75,60,85
8251,STU2032,Coding,Term 1,64,64,74
8252,STU2032,Civic Sense,Term 1,70,78,78
8253,STU2032,Maths,Finals,56,80,65
8254,STU2032,Science,Finals,78,61,83
8255,STU2032,Coding,Finals,64,60,84
8256,STU2032,Civic Sense,Finals,57,73,87
8257,STU2033,Maths,Term 1,62,75,78
8258,STU2033,Science,Term 1,59,69,70
8259,STU2033,Coding,Term 1,67,72,87
8260,STU2033,Civic Sense,Term 1,79,82,69
8261,STU2033,Maths,Finals,59,71,73
8262,STU2033,Science,Finals,74,64,66
8263,STU2033,Coding,Finals,62,73,84
8264,STU2033,Civic Sense,Finals,62,61,84
8265,STU2034,Maths,Term 1,77,68,85
8266,STU2034,Science,Term 1,56,63,86
8267,STU2034,Coding,Term 1,65,64,79
8268,STU2034,Civic Sense,Term 1,62,63,87
8269,STU2034,Maths,Finals,58,84,79
8270,STU2034,Science,Finals,60,65,77
8271,STU2034,Coding,Finals,64,62,73
8272,STU2034,Civic Sense,Finals,70,70,78
8273,STU2035,Maths,Term 1,80,60,65
8274,STU2035,Science,Term 1,75,62,81
8275,STU2035,Coding,Term 1,63,64,84
8276,STU2035,Civic Sense,Term 1,80,67,71
8277,STU2035,Maths,Finals,65,79,81
8278,STU2035,Science,Finals,78,68,79
8279,STU2035,Coding,Finals,80,69,70
8280,STU2035,Civic Sense,Finals,60,78,82
8281,STU2036,Maths,Term 1,81,85,85
8282,STU2036,Science,Term 1,79,70,84
8283,STU2036,Coding,Term 1,68,81,78
8284,STU2036,Civic Sense,Term 1,84,82,80
8285,STU2036,Maths,Finals,80,75,67
8286,STU2036,Science,Finals,66,67,84
8287,STU2036,Coding,Finals,55,85,70
8288,STU2036,Civic Sense,Finals,60,73,70
8289,STU2037,Maths,Term 1,69,83,72
8290,STU2037,Science,Term 1,67,70,65
8291,STU2037,Coding,Term 1,56,83,71
8292,STU2037,Civic Sense,Term 1,59,79,83
8293,STU2037,Maths,Finals,55,78,66
8294,STU2037,Science,Finals,77,80,66
8295,STU2037,Coding,Finals,68,69,79
8296,STU2037,Civic Sense,Finals,68,62,85
8297,STU2038,Maths,Term 1,59,74,81
8298,STU2038,Science,Term 1,70,67,88
8299,STU2038,Coding,Term 1,77,70,75
8300,STU2038,Civic Sense,Term 1,63,81,66
8301,STU2038,Maths,Finals,77,69,70
8302,STU2038,Science,Finals,75,67,68
8303,STU2038,Coding,Finals,67,79,80
8304,STU2038,Civic Sense,Finals,74,64,88
8305,STU2039,Maths,Term 1,56,83,78
8306,STU2039,Science,Term 1,69,71,73
8307,STU2039,Coding,Term 1,73,67,84
8308,STU2039,Civic Sense,Term 1,61,69,72
8309,STU2039,Maths,Finals,76,78,77
8310,STU2039,Science,Finals,73,60,73
8311,STU2039,Coding,Finals,65,66,88
8312,STU2039,Civic Sense,Finals,79,81,83
8313,STU2040,Maths,Term 1,96,90,98
8314,STU2040,Science,Term 1,100,96,93
8315,STU2040,Coding,Term 1,95,95,93
8316,STU2040,Civic Sense,Term 1,92,100,98
8317,STU2040,Maths,Finals,88,91,93
8318,STU2040,Science,Finals,85,95,93
8319,STU2040,Coding,Finals,93,93,93
8320,STU2040,Civic Sense,Finals,91,88,92
8321,STU2041,Maths,Term 1,98,92,91
8322,STU2041,Science,Term 1,90,90,94
8323,STU2041,Coding,Term 1,100,92,90
8324,STU2041,Civic Sense,Term 1,96,91,97
8325,STU2041,Maths,Finals,90,88,93
8326,STU2041,Science,Finals,92,93,90
8327,STU2041,Coding,Finals,95,89,96
8328,STU2041,Civic Sense,Finals,86,90,93
8329,STU2042,Maths,Term 1,95,89,90
8330,STU2042,Science,Term 1,100,99,91
8331,STU2042,Coding,Term 1,96,93,95
8332,STU2042,Civic Sense,Term 1,100,88,99
8333,STU2042,Maths,Finals,93,98,90
8334,STU2042,Science,Finals,93,90,92
8335,STU2042,Coding,Finals,94,93,96
8336,STU2042,Civic Sense,Finals,94,89,91
8337,STU2043,Maths,Term 1,60,71,76
8338,STU2043,Science,Term 1,82,62,69
8339,STU2043,Coding,Term 1,65,67,81
8340,STU2043,Civic Sense,Term 1,80,61,80
8341,STU2043,Maths,Finals,79,76,67
8342,STU2043,Science,Finals,73,62,72
8343,STU2043,Coding,Finals,81,83,76
8344,STU2043,Civic Sense,Finals,83,60,76
8345,STU2044,Maths,Term 1,62,83,87
8346,STU2044,Science,Term 1,64,79,73
8347,STU2044,Coding,Term 1,84,84,67
8348,STU2044,Civic Sense,Term 1,74,82,80
8349,STU2044,Maths,Finals,58,70,87
8350,STU2044,Science,Finals,70,84,75
8351,STU2044,Coding,Finals,66,75,68
8352,STU2044,Civic Sense,Finals,83,72,78
8353,STU2045,Maths,Term 1,60,76,85
8354,STU2045,Science,Term 1,75,64,73
8355,STU2045,Coding,Term 1,68,67,65
8356,STU2045,Civic Sense,Term 1,81,85,78
8357,STU2045,Maths,Finals,58,83,78
8358,STU2045,Science,Finals,59,62,86
8359,STU2045,Coding,Finals,76,77,86
8360,STU2045,Civic Sense,Finals,66,82,78
8361,STU2046,Maths,Term 1,59,60,65
8362,STU2046,Science,Term 1,69,73,67
8363,STU2046,Coding,Term 1,65,61,74
8364,STU2046,Civic Sense,Term 1,59,61,75
8365,STU2046,Maths,Finals,74,77,86
8366,STU2046,Science,Finals,67,76,76
8367,STU2046,Coding,Finals,76,80,78
8368,STU2046,Civic Sense,Finals,74,74,79
8369,STU2047,Maths,Term 1,94,91,100
8370,STU2047,Science,Term 1,91,99,96
8371,STU2047,Coding,Term 1,85,96,90
8372,STU2047,Civic Sense,Term 1,86,89,90
8373,STU2047,Maths,Finals,87,92,96
8374,STU2047,Science,Finals,88,88,93
8375,STU2047,Coding,Finals,89,95,98
8376,STU2047,Civic Sense,Finals,88,96,99
8377,STU2048,Maths,Term 1,63,85,77
8378,STU2048,Science,Term 1,76,63,77
8379,STU2048,Coding,Term 1,62,77,81
8380,STU2048,Civic Sense,Term 1,58,73,81
8381,STU2048,Maths,Finals,70,82,82
8382,STU2048,Science,Finals,78,71,67
8383,STU2048,Coding,Finals,71,81,76
8384,STU2048,Civic Sense,Finals,84,73,84
8385,STU2049,Maths,Term 1,41,45,41
8386,STU2049,Science,Term 1,48,37,50
8387,STU2049,Coding,Term 1,42,42,45
8388,STU2049,Civic Sense,Term 1,42,40,45
8389,STU2049,Maths,Finals,71,66,70
8390,STU2049,Science,Finals,70,69,85
8391,STU2049,Coding,Finals,60,65,73
8392,STU2049,Civic Sense,Finals,64,79,74
8393,STU2050,Maths,Term 1,69,66,76
8394,STU2050,Science,Term 1,68,69,65
8395,STU2050,Coding,Term 1,69,76,72
8396,STU2050,Civic Sense,Term 1,78,83,87
8397,STU2050,Maths,Finals,79,60,82
8398,STU2050,Science,Finals,62,61,77
8399,STU2050,Coding,Finals,74,74,81
8400,STU2050,Civic Sense,Finals,79,79,83
8401,STU2051,Maths,Term 1,73,71,68
8402,STU2051,Science,Term 1,75,68,76
8403,STU2051,Coding,Term 1,64,79,82
8404,STU2051,Civic Sense,Term 1,61,73,79
8405,STU2051,Maths,Finals,83,62,73
8406,STU2051,Science,Finals,67,75,73
8407,STU2051,Coding,Finals,73,61,78
8408,STU2051,Civic Sense,Finals,67,76,81
8409,STU2052,Maths,Term 1,69,71,67
8410,STU2052,Science,Term 1,82,77,75
8411,STU2052,Coding,Term 1,79,75,68
8412,STU2052,Civic Sense,Term 1,57,73,74
8413,STU2052,Maths,Finals,66,73,66
8414,STU2052,Science,Finals,66,81,84
8415,STU2052,Coding,Finals,80,71,77
8416,STU2052,Civic Sense,Finals,61,69,72
8417,STU2053,Maths,Term 1,87,96,90
8418,STU2053,Science,Term 1,99,91,99
8419,STU2053,Coding,Term 1,89,88,90
8420,STU2053,Civic Sense,Term 1,89,93,98
8421,STU2053,Maths,Finals,96,94,95
8422,STU2053,Science,Finals,91,91,97
8423,STU2053,Coding,Finals,100,95,93
8424,STU2053,Civic Sense,Finals,85,98,93
8425,STU2054,Maths,Term 1,45,47,55
8426,STU2054,Science,Term 1,33,43,45
8427,STU2054,Coding,Term 1,43,28,51
8428,STU2054,Civic Sense,Term 1,39,42,55
8429,STU2054,Maths,Finals,59,65,73
8430,STU2054,Science,Finals,59,73,71
8431,STU2054,Coding,Finals,59,76,79
8432,STU2054,Civic Sense,Finals,65,75,70
8433,STU2055,Maths,Term 1,65,69,83
8434,STU2055,Science,Term 1,56,76,88
8435,STU2055,Coding,Term 1,78,61,86
8436,STU2055,Civic Sense,Term 1,73,78,82
8437,STU2055,Maths,Finals,81,66,83
8438,STU2055,Science,Finals,82,75,77
8439,STU2055,Coding,Finals,75,74,72
8440,STU2055,Civic Sense,Finals,71,76,80
8441,STU2056,Maths,Term 1,42,28,52
8442,STU2056,Science,Term 1,36,25,46
8443,STU2056,Coding,Term 1,39,32,47
8444,STU2056,Civic Sense,Term 1,31,25,40
8445,STU2056,Maths,Finals,73,67,79
8446,STU2056,Science,Finals,62,75,75
8447,STU2056,Coding,Finals,74,74,77
8448,STU2056,Civic Sense,Finals,55,80,78
8449,STU2057,Maths,Term 1,48,43,53
8450,STU2057,Science,Term 1,40,33,53
8451,STU2057,Coding,Term 1,42,29,55
8452,STU2057,Civic Sense,Term 1,36,36,43
8453,STU2057,Maths,Finals,71,77,75
8454,STU2057,Science,Finals,59,75,74
8455,STU2057,Coding,Finals,69,75,82
8456,STU2057,Civic Sense,Finals,56,65,75
8457,STU2058,Maths,Term 1,31,29,47
8458,STU2058,Science,Term 1,39,26,51
8459,STU2058,Coding,Term 1,42,48,54
8460,STU2058,Civic Sense,Term 1,44,28,45
8461,STU2058,Maths,Finals,66,67,81
8462,STU2058,Science,Finals,71,66,78
8463,STU2058,Coding,Finals,58,70,70
8464,STU2058,Civic Sense,Finals,65,67,83
8465,STU2059,Maths,Term 1,56,82,82
8466,STU2059,Science,Term 1,80,63,70
8467,STU2059,Coding,Term 1,61,78,69
8468,STU2059,Civic Sense,Term 1,70,76,82
8469,STU2059,Maths,Finals,64,84,73
8470,STU2059,Science,Finals,70,80,84
8471,STU2059,Coding,Finals,56,78,82
8472,STU2059,Civic Sense,Finals,67,85,71
8473,STU2060,Maths,Term 1,65,64,80
8474,STU2060,Science,Term 1,67,79,75
8475,STU2060,Coding,Term 1,81,77,74
8476,STU2060,Civic Sense,Term 1,64,69,69
8477,STU2060,Maths,Finals,55,64,70
8478,STU2060,Science,Finals,80,68,87
8479,STU2060,Coding,Finals,72,64,73
8480,STU2060,Civic Sense,Finals,72,77,77
8481,STU2061,Maths,Term 1,57,67,79
8482,STU2061,Science,Term 1,62,74,67
8483,STU2061,Coding,Term 1,64,71,66
8484,STU2061,Civic Sense,Term 1,62,62,68
8485,STU2061,Maths,Finals,84,77,66
8486,STU2061,Science,Finals,77,64,77
8487,STU2061,Coding,Finals,76,72,85
8488,STU2061,Civic Sense,Finals,73,85,68
8489,STU2062,Maths,Term 1,88,97,93
8490,STU2062,Science,Term 1,98,88,96
8491,STU2062,Coding,Term 1,87,88,94
8492,STU2062,Civic Sense,Term 1,99,100,91
8493,STU2062,Maths,Finals,88,89,99
8494,STU2062,Science,Finals,89,99,95
8495,STU2062,Coding,Finals,97,98,100
8496,STU2062,Civic Sense,Finals,89,92,97
8497,STU2063,Maths,Term 1,72,81,71
8498,STU2063,Science,Term 1,64,62,66
8499,STU2063,Coding,Term 1,62,68,67
8500,STU2063,Civic Sense,Term 1,63,62,71
8501,STU2063,Maths,Finals,79,62,81
8502,STU2063,Science,Finals,58,63,82
8503,STU2063,Coding,Finals,75,63,74
8504,STU2063,Civic Sense,Finals,55,70,67
8505,STU2064,Maths,Term 1,62,65,75
8506,STU2064,Science,Term 1,75,63,79
8507,STU2064,Coding,Term 1,82,78,86
8508,STU2064,Civic Sense,Term 1,55,69,74
8509,STU2064,Maths,Finals,69,61,81
8510,STU2064,Science,Finals,66,73,65
8511,STU2064,Coding,Finals,73,83,73
8512,STU2064,Civic Sense,Finals,80,61,77
8513,STU2065,Maths,Term 1,64,81,81
8514,STU2065,Science,Term 1,69,76,71
8515,STU2065,Coding,Term 1,57,60,71
8516,STU2065,Civic Sense,Term 1,58,68,76
8517,STU2065,Maths,Finals,79,72,73
8518,STU2065,Science,Finals,65,75,69
8519,STU2065,Coding,Finals,79,64,79
8520,STU2065,Civic Sense,Finals,65,81,80
8521,STU2066,Maths,Term 1,80,61,79
8522,STU2066,Science,Term 1,78,68,65
8523,STU2066,Coding,Term 1,62,66,79
8524,STU2066,Civic Sense,Term 1,63,68,84
8525,STU2066,Maths,Finals,75,78,84
8526,STU2066,Science,Finals,84,76,79
8527,STU2066,Coding,Finals,55,79,72
8528,STU2066,Civic Sense,Finals,62,79,68
8529,STU2067,Maths,Term 1,67,83,84
8530,STU2067,Science,Term 1,64,62,70
8531,STU2067,Coding,Term 1,81,80,77
8532,STU2067,Civic Sense,Term 1,64,62,65
8533,STU2067,Maths,Finals,81,72,65
8534,STU2067,Science,Finals,62,65,78
8535,STU2067,Coding,Finals,79,85,79
8536,STU2067,Civic Sense,Finals,66,67,67
8537,STU2068,Maths,Term 1,72,61,76
8538,STU2068,Science,Term 1,70,72,72
8539,STU2068,Coding,Term 1,57,81,66
8540,STU2068,Civic Sense,Term 1,57,60,82
8541,STU2068,Maths,Finals,74,72,85
8542,STU2068,Science,Finals,65,69,78
8543,STU2068,Coding,Finals,80,63,70
8544,STU2068,Civic Sense,Finals,65,67,77
8545,STU2069,Maths,Term 1,39,25,41
8546,STU2069,Science,Term 1,38,39,49
8547,STU2069,Coding,Term 1,46,37,54
8548,STU2069,Civic Sense,Term 1,49,34,52
8549,STU2069,Maths,Finals,75,73,78
8550,STU2069,Science,Finals,71,67,84
8551,STU2069,Coding,Finals,55,72,82
8552,STU2069,Civic Sense,Finals,58,65,71
8553,STU2070,Maths,Term 1,99,100,97
8554,STU2070,Science,Term 1,85,100,91
8555,STU2070,Coding,Term 1,99,95,93
8556,STU2070,Civic Sense,Term 1,100,93,99
8557,STU2070,Maths,Finals,94,97,93
8558,STU2070,Science,Finals,91,88,97
8559,STU2070,Coding,Finals,88,89,91
8560,STU2070,Civic Sense,Finals,99,89,99
8561,STU2071,Maths,Term 1,68,61,66
8562,STU2071,Science,Term 1,63,79,65
8563,STU2071,Coding,Term 1,60,62,73
8564,STU2071,Civic Sense,Term 1,64,69,67
8565,STU2071,Maths,Finals,80,71,75
8566,STU2071,Science,Finals,82,78,78
8567,STU2071,Coding,Finals,69,68,72
8568,STU2071,Civic Sense,Finals,62,67,86
8569,STU2072,Maths,Term 1,64,81,83
8570,STU2072,Science,Term 1,78,73,87
8571,STU2072,Coding,Term 1,84,70,76
8572,STU2072,Civic Sense,Term 1,60,67,83
8573,STU2072,Maths,Finals,58,75,86
8574,STU2072,Science,Finals,55,66,88
8575,STU2072,Coding,Finals,62,71,72
8576,STU2072,Civic Sense,Finals,84,60,66
8577,STU2073,Maths,Term 1,77,85,83
8578,STU2073,Science,Term 1,73,65,77
8579,STU2073,Coding,Term 1,75,72,76
8580,STU2073,Civic Sense,Term 1,61,83,77
8581,STU2073,Maths,Finals,77,63,88
8582,STU2073,Science,Finals,74,75,85
8583,STU2073,Coding,Finals,81,74,72
8584,STU2073,Civic Sense,Finals,58,74,71
8585,STU2074,Maths,Term 1,94,100,96
8586,STU2074,Science,Term 1,89,92,98
8587,STU2074,Coding,Term 1,100,99,92
8588,STU2074,Civic Sense,Term 1,91,100,98
8589,STU2074,Maths,Finals,96,96,96
8590,STU2074,Science,Finals,95,98,93
